IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.224.162,2095,2095,FALSE,SIN,Asia Pacific,Singapore,19,8.1
47.242.59.216,2083,2083,TRUE,HKG,Asia Pacific,Hong Kong,62,8.1
8.218.211.17,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,58,8.1
47.236.166.184,8880,8880,FALSE,SIN,Asia Pacific,Singapore,25,8.1
47.74.26.196,8880,8880,FALSE,HKG,Asia Pacific,Hong Kong,175,8.1
47.236.114.167,2052,2052,FALSE,SIN,Asia Pacific,Singapore,27,8.1
47.74.16.255,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,126,8.09
47.236.149.107,2053,2053,TRUE,SIN,Asia Pacific,Singapore,76,8.09
8.219.240.141,2087,2087,TRUE,SIN,Asia Pacific,Singapore,167,8.09
47.74.26.131,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,162,8.09
8.219.198.139,2053,2053,TRUE,SIN,Asia Pacific,Singapore,74,8.09
8.219.63.193,80,80,FALSE,SIN,Asia Pacific,Singapore,6,8.09
47.236.12.73,2053,2053,TRUE,SIN,Asia Pacific,Singapore,67,8.09
8.219.248.170,2096,2096,TRUE,SIN,Asia Pacific,Singapore,66,8.09
8.219.126.240,2087,2087,TRUE,SIN,Asia Pacific,Singapore,108,8.09
8.219.113.27,2087,2087,TRUE,SIN,Asia Pacific,Singapore,85,8.09
47.236.172.71,2053,2053,TRUE,SIN,Asia Pacific,Singapore,174,8.08
47.74.4.47,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,215,8.08
47.245.52.165,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,134,8.08
47.74.27.94,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,135,8.08
47.236.97.90,8880,8880,FALSE,SIN,Asia Pacific,Singapore,13,8.08
47.236.163.95,2087,2087,TRUE,SIN,Asia Pacific,Singapore,171,8.08
8.219.6.157,2087,2087,TRUE,SIN,Asia Pacific,Singapore,192,8.07
8.219.228.193,8443,8443,TRUE,SIN,Asia Pacific,Singapore,80,8.07
8.219.50.180,2083,2083,TRUE,SIN,Asia Pacific,Singapore,79,8.07
8.210.245.224,8443,8443,TRUE,HKG,Asia Pacific,Hong Kong,57,8.07
47.74.41.87,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,92,8.07
47.236.76.199,2052,2052,FALSE,SIN,Asia Pacific,Singapore,13,8.07
47.74.22.171,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,113,8.07
47.91.19.249,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,178,8.07
47.236.97.90,2082,2082,FALSE,SIN,Asia Pacific,Singapore,25,8.07
8.219.122.96,2095,2095,FALSE,SIN,Asia Pacific,Singapore,9,8.07
47.245.42.162,2083,2083,TRUE,NRT,Asia Pacific,Tokyo,111,8.07
47.236.76.199,2082,2082,FALSE,SIN,Asia Pacific,Singapore,17,8.06
8.219.184.92,2087,2087,TRUE,SIN,Asia Pacific,Singapore,122,8.06
47.74.14.85,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,105,8.06
47.74.42.17,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,141,8.06
47.236.83.239,2083,2083,TRUE,SIN,Asia Pacific,Singapore,63,8.06
8.219.170.232,2053,2053,TRUE,SIN,Asia Pacific,Singapore,64,8.06
8.219.84.214,2086,2086,FALSE,SIN,Asia Pacific,Singapore,9,8.06
47.236.94.113,2052,2052,FALSE,SIN,Asia Pacific,Singapore,13,8.06
47.245.11.118,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,215,8.06
47.245.86.230,8880,8880,FALSE,SIN,Asia Pacific,Singapore,15,8.06
47.74.34.162,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,82,8.05
8.219.193.22,2095,2095,FALSE,SIN,Asia Pacific,Singapore,12,8.05
8.219.178.225,2087,2087,TRUE,SIN,Asia Pacific,Singapore,102,8.04
47.245.57.38,2052,2052,FALSE,HKG,Asia Pacific,Hong Kong,156,8.04
8.222.128.131,2082,2082,FALSE,SIN,Asia Pacific,Singapore,4,8.04
47.245.107.174,80,80,FALSE,SIN,Asia Pacific,Singapore,4,8.04
47.242.234.127,443,443,TRUE,HKG,Asia Pacific,Hong Kong,70,8.04
47.74.42.17,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,176,8.04
47.74.54.33,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,146,8.03
47.245.54.98,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,186,8.03
8.219.245.187,8443,8443,TRUE,SIN,Asia Pacific,Singapore,139,8.03
47.236.29.235,2096,2096,TRUE,SIN,Asia Pacific,Singapore,58,8.03
47.236.82.218,2086,2086,FALSE,SIN,Asia Pacific,Singapore,18,8.03
8.219.228.186,2096,2096,TRUE,SIN,Asia Pacific,Singapore,142,8.03
8.219.5.10,2095,2095,FALSE,SIN,Asia Pacific,Singapore,5,8.03
47.245.56.29,80,80,FALSE,NRT,Asia Pacific,Tokyo,102,8.03
47.74.26.131,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,92,8.03
47.74.3.2,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,82,8.03
47.74.5.150,8080,8080,FALSE,NRT,Asia Pacific,Tokyo,101,8.02
47.74.10.135,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,239,8.02
8.219.156.148,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,8.02
8.219.178.225,2096,2096,TRUE,SIN,Asia Pacific,Singapore,90,8.02
47.236.119.253,2053,2053,TRUE,SIN,Asia Pacific,Singapore,92,8.02
8.219.253.18,2095,2095,FALSE,SIN,Asia Pacific,Singapore,14,8.02
47.74.35.109,8080,8080,FALSE,HKG,Asia Pacific,Hong Kong,166,8.02
47.245.42.210,2082,2082,FALSE,NRT,Asia Pacific,Tokyo,94,8.02
47.76.80.72,2095,2095,FALSE,HKG,Asia Pacific,Hong Kong,33,8.02
47.245.53.50,2086,2086,FALSE,NRT,Asia Pacific,Tokyo,73,8.01
47.74.52.104,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,78,8.01
47.245.37.29,8880,8880,FALSE,NRT,Asia Pacific,Tokyo,76,8.01
8.209.212.5,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,91,8.01
47.236.104.123,2086,2086,FALSE,SIN,Asia Pacific,Singapore,30,8.01
47.74.8.238,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,73,8.01
8.219.115.215,80,80,FALSE,SIN,Asia Pacific,Singapore,10,8.01
8.222.212.219,2086,2086,FALSE,SIN,Asia Pacific,Singapore,3,8.01
8.218.3.12,2096,2096,TRUE,HKG,Asia Pacific,Hong Kong,88,8
8.219.222.8,2082,2082,FALSE,SIN,Asia Pacific,Singapore,8,8
8.219.247.203,2086,2086,FALSE,SIN,Asia Pacific,Singapore,14,8
47.236.116.208,80,80,FALSE,SIN,Asia Pacific,Singapore,7,8
8.219.247.203,80,80,FALSE,SIN,Asia Pacific,Singapore,12,8
47.74.39.194,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,185,8
8.222.252.150,2086,2086,FALSE,SIN,Asia Pacific,Singapore,34,8
8.219.72.50,443,443,TRUE,SIN,Asia Pacific,Singapore,43,8
8.222.240.47,2082,2082,FALSE,SIN,Asia Pacific,Singapore,18,8
8.219.87.34,2095,2095,FALSE,SIN,Asia Pacific,Singapore,22,7.99
8.219.191.40,2086,2086,FALSE,SIN,Asia Pacific,Singapore,21,7.99
8.218.158.94,2086,2086,FALSE,HKG,Asia Pacific,Hong Kong,77,7.99
47.236.93.176,2095,2095,FALSE,SIN,Asia Pacific,Singapore,79,7.99
8.219.201.8,8080,8080,FALSE,SIN,Asia Pacific,Singapore,17,7.99
8.219.174.213,2087,2087,TRUE,SIN,Asia Pacific,Singapore,49,7.99
47.74.43.95,2095,2095,FALSE,NRT,Asia Pacific,Tokyo,74,7.98
47.236.99.131,8880,8880,FALSE,SIN,Asia Pacific,Singapore,8,7.98
8.219.196.117,2053,2053,TRUE,SIN,Asia Pacific,Singapore,131,7.98
8.219.238.145,2053,2053,TRUE,SIN,Asia Pacific,Singapore,162,7.98
8.219.121.87,2096,2096,TRUE,SIN,Asia Pacific,Singapore,55,7.98
8.219.249.38,2052,2052,FALSE,SIN,Asia Pacific,Singapore,5,7.98
47.245.126.151,2082,2082,FALSE,SIN,Asia Pacific,Singapore,16,7.98
47.74.21.4,2052,2052,FALSE,NRT,Asia Pacific,Tokyo,93,7.97
47.245.54.140,2053,2053,TRUE,NRT,Asia Pacific,Tokyo,174,7.97
8.219.107.199,2096,2096,TRUE,SIN,Asia Pacific,Singapore,103,7.97
8.219.114.201,443,443,TRUE,SIN,Asia Pacific,Singapore,96,7.97
8.219.175.127,443,443,TRUE,SIN,Asia Pacific,Singapore,40,7.97
8.219.220.88,2053,2053,TRUE,SIN,Asia Pacific,Singapore,134,7.97
47.74.37.50,80,80,FALSE,NRT,Asia Pacific,Tokyo,70,7.96
8.219.67.133,2053,2053,TRUE,SIN,Asia Pacific,Singapore,146,7.96
47.245.59.243,2096,2096,TRUE,NRT,Asia Pacific,Tokyo,213,7.96
47.74.4.47,2087,2087,TRUE,NRT,Asia Pacific,Tokyo,196,7.96
8.219.210.226,2095,2095,FALSE,SIN,Asia Pacific,Singapore,10,7.96
47.236.103.153,2096,2096,TRUE,SIN,Asia Pacific,Singapore,119,7.96
47.245.54.58,80,80,FALSE,NRT,Asia Pacific,Tokyo,84,7.95
47.245.52.165,8443,8443,TRUE,NRT,Asia Pacific,Tokyo,148,7.95
